rowid,kepid,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,TARGET
,,CANDIDATE,,0.0,,0.0,0.0,,,-0.0140600000,139.0049200000,,-0.0015900000,898.0000000000,13.0000000000,-699.0000000000,3.0014000000,0.0384000000,-0.0384000000,192.4000000000,4.4000000000,-4.4000000000,1.7900000000,0.2600000000,,997.0000000000,233.3100000000,94.8600000000,-70.6000000000,,2.0000000000,5779.0000000000,104.0000000000,-115.0000000000,4.3390000000,132.0000000000,-0.1080000000,1087.0000000000,157.0000000000,-142.0000000000,287.8873300000,46.2762410000,12.7910000000,0.0
54,11656840,FALSE POSITIVE,14,,1.0,0.0,,,0.0000007020,,169.9717797000,0.0000732000,-0.0000732000,137.0000000000,,,2.3078000000,0.0129000000,-0.0129000000,24446.0000000000,37.8000000000,-37.8000000000,15.0300000000,4.7300000000,-1.5800000000,967.0000000000,,195.5200000000,-61.7600000000,835.6000000000,1.0000000000,6108.0000000000,183.0000000000,-201.0000000000,4.4690000000,0.0700000000,,956.0000000000,301.0000000000,,288.9868200000,49.7337420000,15.2700000000,1.0
55,11754553,CANDIDATE,1.0,0.0,,0.0,0.0,16.3848998800,0.0521900000,-0.0521900000,172.7278200000,0.0024800000,-0.0024800000,,437.0000000000,-1.0000000000,,0.0798000000,-0.0798000000,,42.0000000000,-42.0000000000,2.0000000000,0.0900000000,-0.1000000000,,8.3500000000,1.4900000000,-1.3500000000,28.9000000000,2.0000000000,4126.0000000000,82.0000000000,-82.0000000000,4.6610000000,0.0220000000,-0.0220000000,615.0000000000,27.0000000000,-29.0000000000,286.7380400000,49.9757500000,,0.0
56,,,1.0,,0.0,0.0,,,0.0149300000,,,,-0.0014700000,41.0000000000,409.0000000000,-41.0000000000,,0.0517000000,-0.0517000000,,37.7000000000,-37.7000000000,2.1600000000,0.0900000000,-0.1100000000,,,3.9700000000,-3.5900000000,38.7000000000,1.0000000000,4126.0000000000,82.0000000000,-82.0000000000,4.6610000000,0.0220000000,-0.0220000000,615.0000000000,,,,49.9757500000,15095.0000000000,0.0
57,11754553,CANDIDATE,1.0,0.0,0.0,0.0,0.0,36.4454001000,0.0001809000,-0.0001809000,151.6012500000,0.0039200000,-0.0039200000,28.0000000000,437.0000000000,-28.0000000000,4007.0000000000,126.0000000000,-126.0000000000,1122.3000000000,,-53.4000000000,1.9900000000,0.0900000000,-0.0900000000,,2.8800000000,0.5100000000,-0.4700000000,21.7000000000,,,82.0000000000,-82.0000000000,4.6610000000,0.0220000000,-0.0220000000,,,-29.0000000000,286.7380400000,49.9757500000,,0.0
58,11812062,CANDIDATE,1.0,0.0,0.0,0.0,0.0,3.7287321470,0.0000009360,-0.0000009360,171.7932550000,0.0001950000,-0.0001950000,558.0000000000,0.1300000000,-149.0000000000,2683.0000000000,35.0000000000,-35.0000000000,5226.5000000000,18.5000000000,-18.5000000000,6.0200000000,1.2200000000,-0.5200000000,1023.0000000000,,162.5800000000,-65.2100000000,345.2000000000,1.0000000000,5497.0000000000,166.0000000000,-149.0000000000,4577.0000000000,34.0000000000,,809.0000000000,164.0000000000,-0.0700000000,290.7857400000,50.0541190000,,0.0
59,11818800,CANDIDATE,999,0.0,0.0,0.0,0.0,40.4195037000,0.0001139000,,173.5646900000,0.0022200000,,911.0000000000,5567.0000000000,-118.0000000000,3362.0000000000,0.1400000000,,,230.0000000000,-230.0000000000,7.5100000000,1.1200000000,,467.0000000000,11.2900000000,5.6700000000,-3.5700000000,,,5446.0000000000,179.0000000000,-163.0000000000,,0.1160000000,-105.0000000000,781.0000000000,116.0000000000,-95.0000000000,294.3168600000,50.0802310000,15487.0000000000,2.0
,,,1.0,,0.0,,,2.2433805730,0.0000026700,-0.0000026700,170.6792330000,0.0009000000,-0.0009000000,915.0000000000,9.0000000000,-0.6300000000,1.1196000000,0.0384000000,-0.0384000000,821.7000000000,25.6000000000,-25.6000000000,1.9900000000,0.1000000000,-0.1200000000,822.0000000000,107.6000000000,21.4700000000,-20.3200000000,38.9000000000,1.0000000000,4149.0000000000,82.0000000000,-91.0000000000,4698.0000000000,24.0000000000,,,0.0300000000,-33.0000000000,285.1762100000,50.1498180000,15135.0000000000,0.0
61,11909839,FALSE POSITIVE,0.0,0.0,,0.0,,10.4059980150,0.0025150000,-0.0025150000,177.1974660000,0.0001900000,-0.0001900000,,61.0000000000,-75.0000000000,6.5036000000,0.0145000000,,14489.0000000000,22.4000000000,,11.2300000000,,-1.9500000000,833.0000000000,113.9400000000,90.0100000000,,745.2000000000,1.0000000000,5746.0000000000,,-173.0000000000,,0.1800000000,-198.0000000000,924.0000000000,241.0000000000,,289.2355300000,,15.5620000000,1.0
62,11918099,,1.0,,0.0,,0.0,,,-0.0019510000,171.7619820000,0.0006590000,-0.0006590000,0.2800000000,189.0000000000,,1.9982000000,0.0271000000,-0.0271000000,971.2000000000,,-13.7000000000,2.3400000000,0.1700000000,,1070.0000000000,,69.4600000000,-40.1700000000,82.4000000000,1.0000000000,,79.0000000000,-79.0000000000,4595.0000000000,12.0000000000,,765.0000000000,55.0000000000,-28.0000000000,293.8333100000,50.2303500000,15.3340000000,0.0
63,,CANDIDATE,993,0.0,0.0,0.0,0.0,7.2406612000,0.0161700000,-0.0161700000,137.7554500000,2.0000000000,-2.0000000000,1198.0000000000,,,558.0000000000,,-171.0000000000,556.4000000000,44.1000000000,,19.4500000000,1.4000000000,-0.7100000000,734.0000000000,68.6300000000,15.3200000000,-8.8600000000,13.7000000000,2.0000000000,5005.0000000000,79.0000000000,-79.0000000000,,12.0000000000,-64.0000000000,765.0000000000,,-28.0000000000,,50.2303500000,15.3340000000,2.0
,,CANDIDATE,871,,0.0,,0.0,3.4359163100,,-0.0472900000,132.6624000000,11.0000000000,-11.0000000000,624.0000000000,37.0000000000,-476.0000000000,3133.0000000000,407.0000000000,-407.0000000000,23.2000000000,3.4000000000,-3.4000000000,0.5500000000,0.0800000000,-0.0700000000,1272.0000000000,,,-186.8800000000,8.7000000000,3.0000000000,5779.0000000000,104.0000000000,-115.0000000000,4.3390000000,132.0000000000,-0.1080000000,1087.0000000000,157.0000000000,-142.0000000000,,46.2762410000,12.7910000000,2.0
65,,CANDIDATE,1.0,,0.0,0.0,0.0,,,-0.0140700000,180.3953760000,0.0009230000,-0.0009230000,679.0000000000,187.0000000000,-0.4700000000,2.5237000000,52.0000000000,,2804.5000000000,46.3000000000,-46.3000000000,2.6500000000,0.2100000000,-0.2900000000,396.0000000000,5.8200000000,1.4900000000,,71.0000000000,1.0000000000,3688.0000000000,,-91.0000000000,4.7900000000,0.0500000000,-45.0000000000,,,-51.0000000000,296.2219500000,50.2872200000,15.9370000000,0.0
,11960862,CANDIDATE,,0.0,,0.0,0.0,6.5753158810,0.0000037260,-0.0000037260,173.6340440000,,,0.3900000000,65.0000000000,-306.0000000000,4.3084000000,0.0306000000,,2793.3000000000,,-14.9000000000,5.3100000000,,-0.8100000000,1015.0000000000,,209.1000000000,-91.6300000000,221.1000000000,1.0000000000,5992.0000000000,162.0000000000,-180.0000000000,4415.0000000000,,-195.0000000000,989.0000000000,0.2800000000,-151.0000000000,,50.3216090000,15.3120000000,
67,,CANDIDATE,1.0,,0.0,0.0,0.0,7.2750408440,0.0046770000,,,0.0005070000,,,,-229.0000000000,7.5377000000,,-0.0681000000,3001.0000000000,11.5000000000,-11.5000000000,4.8600000000,1.0500000000,-0.3700000000,,113.6400000000,75.3100000000,-28.9700000000,,1.0000000000,5485.0000000000,164.0000000000,-180.0000000000,4556.0000000000,0.0280000000,-161.0000000000,867.0000000000,187.0000000000,,295.4552900000,50.4945600000,15.0800000000,0.0
68,12066335,CANDIDATE,,0.0,,0.0,,,0.0414500000,-0.0414500000,186.7709300000,0.0018200000,-0.0018200000,31.0000000000,,-31.0000000000,2.7594000000,0.0551000000,-0.0551000000,1219.8000000000,35.3000000000,-35.3000000000,,,-0.1200000000,393.0000000000,5.6600000000,1.1300000000,-1.0600000000,37.1000000000,1.0000000000,,81.0000000000,-81.0000000000,4702.0000000000,0.0270000000,-0.0270000000,,,-34.0000000000,293.9733600000,50.5319100000,15385.0000000000,0.0
69,,CANDIDATE,1.0,,0.0,,0.0,10.0652431700,0.0000149000,-0.0000149000,,0.0011900000,-0.0011900000,628.0000000000,3.0000000000,-478.0000000000,1369.0000000000,0.0393000000,-0.0393000000,1053.3000000000,39.2000000000,,1.9100000000,0.1000000000,-0.1200000000,488.0000000000,13.4300000000,2.6900000000,-2.5000000000,30.3000000000,,4077.0000000000,81.0000000000,,4702.0000000000,0.0270000000,-0.0270000000,0.5600000000,,-34.0000000000,293.9733600000,,15385.0000000000,
70,12070811,CANDIDATE,1.0,0.0,0.0,,0.0,12.3935651000,0.0393200000,-0.0393200000,,0.0024500000,-0.0024500000,,33.0000000000,-0.6400000000,,0.0834000000,-0.0834000000,916.6000000000,29.1000000000,,2.6600000000,0.5400000000,-0.2300000000,,49.6800000000,31.1600000000,,35.8000000000,1.0000000000,5557.0000000000,166.0000000000,-166.0000000000,,34.0000000000,-128.0000000000,0.7500000000,152.0000000000,-65.0000000000,296.0213300000,,,0.0
71,8395660,CANDIDATE,998,0.0,0.0,0.0,0.0,,0.0961300000,-0.0961300000,151.9353800000,0.0019200000,-0.0019200000,852.0000000000,39.0000000000,-585.0000000000,6802.0000000000,,,615.2000000000,,-7.7000000000,2.8700000000,0.4300000000,-0.3000000000,531.0000000000,,,-4.8000000000,83.7000000000,2.0000000000,,,-117.0000000000,4.4060000000,0.0900000000,-0.1100000000,1012.0000000000,154.0000000000,,300.8639800000,44.3375510000,12882.0000000000,0.0
,3120431,FALSE POSITIVE,0.0,0.0,1.0,1.0,0.0,,0.0099530000,-0.0099530000,171.6394300000,,-0.0024700000,1213.0000000000,11.2800000000,-141.0000000000,,0.1200000000,-0.1200000000,725.3000000000,21.3000000000,-21.3000000000,21.5500000000,3.5400000000,,1032.0000000000,,145.9100000000,-70.6700000000,39.0000000000,,5295.0000000000,175.0000000000,-159.0000000000,4551.0000000000,49.0000000000,-105.0000000000,,133.0000000000,-71.0000000000,292.3159500000,38.2702900000,15.6290000000,1.0
73,3246984,,773,,,,0.0,1.6266302250,0.0010150000,-0.0010150000,169.8201710000,0.0004870000,-0.0004870000,1.2600000000,4827.0000000000,-43.0000000000,2.1145000000,0.0285000000,-0.0285000000,1620.6000000000,,-19.0000000000,32.4300000000,9.0000000000,-4.8300000000,1547.0000000000,1355.8800000000,,-486.6000000000,103.6000000000,1.0000000000,5735.0000000000,155.0000000000,-172.0000000000,4.4100000000,,-0.1860000000,,,-145.0000000000,294.3681900000,38.3102800000,15.2790000000,2.0
,3342970,CANDIDATE,1.0,0.0,0.0,0.0,0.0,2.7115040860,0.0000038000,-0.0000038000,,0.0011100000,-0.0011100000,23.0000000000,405.0000000000,,3.0099000000,0.0423000000,-0.0423000000,837.5000000000,14.5000000000,-14.5000000000,3.1200000000,1.0200000000,-0.3400000000,1420.0000000000,960.7900000000,931.7400000000,-309.7600000000,64.5000000000,1.0000000000,6214.0000000000,174.0000000000,,4442.0000000000,0.0540000000,,1076.0000000000,353.0000000000,-118.0000000000,291.6535300000,38.4946590000,15.5410000000,0.0
75,3342970,CANDIDATE,1.0,0.0,,,,7.2120374800,,,,0.0016300000,,12.0000000000,,,4.0491000000,,,950.4000000000,19.5000000000,-19.5000000000,,1.0900000000,-0.3600000000,1025.0000000000,260.5800000000,252.7000000000,-84.0100000000,51.5000000000,2.0000000000,6214.0000000000,174.0000000000,-239.0000000000,4442.0000000000,0.0540000000,-0.2160000000,,353.0000000000,-118.0000000000,291.6535300000,38.4946590000,15.5410000000,0.0
,12470844,,,,,,0.0,8.4723791100,,-0.0000156000,174.1621200000,0.0014900000,-0.0014900000,22.0000000000,378.0000000000,-22.0000000000,2.7245000000,0.0484000000,-0.0484000000,1123.5000000000,26.7000000000,-26.7000000000,,,,751.0000000000,75.4400000000,35.4400000000,-19.3000000000,47.6000000000,1.0000000000,5354.0000000000,159.0000000000,-159.0000000000,4587.0000000000,32.0000000000,-0.1040000000,,113.0000000000,,296.3665200000,51.3195190000,,0.0
78,12470844,CANDIDATE,989,0.0,0.0,,0.0,60.4189369000,0.0005043000,-0.0005043000,181.1636700000,0.0062500000,-0.0062500000,94.0000000000,359.0000000000,-94.0000000000,5039.0000000000,184.0000000000,-184.0000000000,931.3000000000,49.6000000000,-49.6000000000,2.3600000000,,-0.2000000000,390.0000000000,5.4900000000,2.5800000000,-1.4000000000,20.1000000000,,,159.0000000000,-159.0000000000,,32.0000000000,-0.1040000000,788.0000000000,113.0000000000,-66.0000000000,296.3665200000,51.3195190000,15339.0000000000,0.0
79,,CANDIDATE,1.0,0.0,0.0,0.0,0.0,,0.0000066500,-0.0000066500,180.8922840000,0.0004130000,-0.0004130000,0.5500000000,65.0000000000,-128.0000000000,5.1497000000,,,,27.6000000000,-27.6000000000,7.4000000000,2.2000000000,,,76.1500000000,66.3300000000,-21.3900000000,277.2000000000,,,,-173.0000000000,4508.0000000000,39.0000000000,-0.2080000000,919.0000000000,273.0000000000,-91.0000000000,289.1122100000,51.7373810000,,0.0
,2440757,,0.0,0.0,1.0,0.0,0.0,,0.0000007410,-0.0000007410,170.4035360000,0.0003970000,-0.0003970000,1268.0000000000,5652.0000000000,-123.0000000000,1.8868000000,,-0.0232000000,1976.3000000000,20.4000000000,-20.4000000000,46.5800000000,,,,3209.2900000000,1411.9400000000,-1136.6200000000,112.6000000000,1.0000000000,6017.0000000000,72.0000000000,-90.0000000000,4.2200000000,156.0000000000,,1339.0000000000,,,290.8436900000,37.7288280000,15122.0000000000,1.0
81,,FALSE POSITIVE,0.0,,1.0,1.0,0.0,10.3187230100,0.0284600000,-0.0284600000,,0.0022400000,-0.0022400000,,59.5200000000,-463.0000000000,3836.0000000000,121.0000000000,-121.0000000000,871.7000000000,26.4000000000,-26.4000000000,28.5900000000,8.6100000000,,876.0000000000,,,-46.7700000000,38.2000000000,1.0000000000,5927.0000000000,176.0000000000,-193.0000000000,4409.0000000000,84.0000000000,-196.0000000000,1.0600000000,,-137.0000000000,291.8489100000,37.7135010000,15065.0000000000,1.0
82,2713049,CANDIDATE,1.0,,0.0,,0.0,2.5391831470,,-0.0050730000,169.6749400000,0.0016000000,-0.0016000000,238.0000000000,198.0000000000,-238.0000000000,,0.0559000000,-0.0559000000,382.1000000000,11.4000000000,-11.4000000000,2.0600000000,0.2900000000,-0.2800000000,1332.0000000000,743.0900000000,290.3400000000,-212.4400000000,38.9000000000,1.0000000000,5519.0000000000,82.0000000000,-74.0000000000,4.3500000000,126.0000000000,,1062.0000000000,154.0000000000,,291.4399700000,37.9056590000,,
83,3114167,CANDIDATE,1.0,0.0,0.0,0.0,0.0,6.7703003850,0.0095370000,-0.0095370000,,,-0.0010800000,838.0000000000,,-589.0000000000,2.0844000000,,-0.0454000000,,29.7000000000,-29.7000000000,2.7700000000,,,812.0000000000,102.8700000000,53.8800000000,-21.2400000000,50.8000000000,1.0000000000,,166.0000000000,-166.0000000000,,0.0280000000,-0.1120000000,679.0000000000,,-37.0000000000,290.8705100000,38.2736280000,15591.0000000000,0.0
84,,,,0.0,,1.0,1.0,0.4442919660,0.0000000970,,169.8654060000,,-0.0001690000,1258.0000000000,334.0000000000,-141.0000000000,,0.0115000000,-0.0115000000,10967.0000000000,45.9000000000,-45.9000000000,27.5100000000,3.4600000000,-1.7300000000,,,1149.4200000000,-599.5800000000,,,5255.0000000000,156.0000000000,,4678.0000000000,0.0280000000,-83.0000000000,636.0000000000,0.0800000000,-0.0400000000,290.9968900000,38.2849200000,,1.0
85,3115833,,1.0,,0.0,,,10.1815840040,0.0061880000,-0.0061880000,177.1418910000,0.0004830000,-0.0004830000,0.9200000000,7.0000000000,-5.0000000000,,0.0331000000,-0.0331000000,5741.1000000000,53.2000000000,-53.2000000000,7.7300000000,2.1700000000,-0.7200000000,812.0000000000,102.9100000000,86.7500000000,-28.9100000000,183.6000000000,1.0000000000,5988.0000000000,,-197.0000000000,,48.0000000000,-192.0000000000,836.0000000000,234.0000000000,-78.0000000000,,,15657.0000000000,
86,4139816,CANDIDATE,,0.0,0.0,,0.0,20.0603633600,0.0583900000,-0.0583900000,147.4655400000,0.0024100000,-0.0024100000,556.0000000000,323.0000000000,-368.0000000000,3.3203000000,0.0754000000,-0.0754000000,1494.7000000000,45.1000000000,-45.1000000000,1.9600000000,0.1300000000,-0.1600000000,361.0000000000,4.0000000000,0.8900000000,-0.9000000000,35.2000000000,2.0000000000,,70.0000000000,,4754.0000000000,,-31.0000000000,493.0000000000,33.0000000000,-0.0400000000,286.0791300000,39.2783200000,,0.0
,4139816,CANDIDATE,1.0,0.0,0.0,0.0,0.0,46.1842039000,0.0002654000,-0.0002654000,165.2372900000,0.0043000000,-0.0043000000,13.0000000000,415.0000000000,-13.0000000000,4758.0000000000,0.1300000000,,1394.7000000000,,-56.4000000000,1.8300000000,0.1200000000,-0.1500000000,273.0000000000,1.3200000000,0.2900000000,-0.3000000000,26.0000000000,3.0000000000,3950.0000000000,,-86.0000000000,4754.0000000000,42.0000000000,-31.0000000000,,33.0000000000,-0.0400000000,286.0791300000,,15954.0000000000,
88,8395660,,952,,0.0,0.0,0.0,23.9800854000,0.0002003000,-0.0002003000,147537.0000000000,0.0064700000,-0.0064700000,0.9500000000,4.0000000000,-0.6600000000,5351.0000000000,177.0000000000,-177.0000000000,104.0000000000,6.5000000000,-6.5000000000,1.3100000000,0.2000000000,-0.1300000000,649.0000000000,41.9400000000,17.8400000000,-10.7300000000,17.1000000000,,5854.0000000000,,-117.0000000000,,,-0.1100000000,1012.0000000000,154.0000000000,,300.8639800000,44.3375510000,,0.0
89,4139816,CANDIDATE,994,0.0,0.0,,0.0,7.8250216800,,,136.5499500000,0.0043600000,-0.0043600000,,,,,0.1200000000,-0.1200000000,520.8000000000,,,1.2000000000,0.0800000000,,494.0000000000,14.0500000000,,-3.1900000000,15.9000000000,4.0000000000,,70.0000000000,-86.0000000000,4754.0000000000,42.0000000000,-31.0000000000,,33.0000000000,-0.0400000000,286.0791300000,39.2783200000,15954.0000000000,
90,4275191,CANDIDATE,,0.0,0.0,0.0,0.0,3.8959365250,0.0000007710,-0.0000007710,170.5275520000,0.0001570000,-0.0001570000,524.0000000000,69.0000000000,-237.0000000000,2.3111000000,0.0302000000,-0.0302000000,,29.5000000000,-29.5000000000,,1.5300000000,-0.6500000000,1005.0000000000,,155.3100000000,-64.1900000000,370.8000000000,1.0000000000,,167.0000000000,-167.0000000000,4592.0000000000,,-136.0000000000,774.0000000000,161.0000000000,,294.6552400000,39.3083610000,15725.0000000000,0.0
91,,CANDIDATE,,0.0,0.0,0.0,,22.3664646600,0.0976100000,-0.0976100000,175.4586200000,0.0035400000,,0.4000000000,66.0000000000,,5228.0000000000,122.0000000000,,986.8000000000,35.1000000000,-35.1000000000,,0.3800000000,-0.1600000000,536.0000000000,19.4500000000,10.2900000000,-4.5600000000,32.1000000000,1.0000000000,5395.0000000000,,-160.0000000000,4615.0000000000,32.0000000000,,734.0000000000,122.0000000000,-52.0000000000,294.7106300000,39.5217400000,,0.0
92,3351888,CANDIDATE,,0.0,0.0,,0.0,1.6255221740,0.0000001580,-0.0000001580,170.8266564000,0.0000761000,,76.0000000000,22.0000000000,-76.0000000000,2.3896300000,0.0033800000,-0.0033800000,,11.8000000000,-11.8000000000,9.7300000000,,,,1467.4100000000,576.3600000000,,799.7000000000,,,83.0000000000,-74.0000000000,,,,1106.0000000000,161.0000000000,-161.0000000000,293.8719200000,38.4229390000,,
93,3453214,,1.0,,,,0.0,19.6203469230,0.0000037300,-0.0000037300,181.8818190000,0.0001480000,-0.0001480000,,0.0800000000,-165.0000000000,2.0038000000,0.0292000000,,,85.0000000000,,,1.8200000000,-0.9200000000,643.0000000000,40.3900000000,14.3400000000,-7.3100000000,340.5000000000,1.0000000000,5710.0000000000,76.0000000000,-85.0000000000,4492.0000000000,,-0.1120000000,905.0000000000,121.0000000000,-61.0000000000,,,15.5620000000,
,,FALSE POSITIVE,,1.0,0.0,1.0,0.0,7.5440390000,0.0001023000,-0.0001023000,171.7982000000,0.0105000000,-0.0105000000,1175.0000000000,,-911.0000000000,6222.0000000000,731.0000000000,-731.0000000000,,28.2000000000,-28.2000000000,17.4700000000,4.1200000000,-1.6500000000,838.0000000000,116.4600000000,81.1800000000,,14.2000000000,2.0000000000,5657.0000000000,,-169.0000000000,4567.0000000000,,-152.0000000000,,194.0000000000,,293.9411600000,38.6011010000,15.5590000000,1.0
,3641726,CANDIDATE,,0.0,0.0,,0.0,9.0293068900,0.0164800000,-0.0164800000,177.2042200000,0.0014200000,-0.0014200000,24.0000000000,401.0000000000,-24.0000000000,3.1449000000,0.0528000000,-0.0528000000,1019.8000000000,21.9000000000,-21.9000000000,2.5700000000,0.4400000000,-0.2600000000,757.0000000000,77.7500000000,43.0100000000,-22.2800000000,,,5349.0000000000,167.0000000000,-167.0000000000,4526.0000000000,63.0000000000,-0.1080000000,0.8200000000,141.0000000000,-82.0000000000,290.3336200000,38.7282300000,15387.0000000000,
96,3734868,FALSE POSITIVE,53,0.0,1.0,,0.0,10.3280357140,0.0000037620,-0.0000037620,174.5810540000,0.0003060000,-0.0003060000,281.0000000000,,-64.0000000000,7.7915000000,,-0.0272000000,16918.0000000000,31.8000000000,-31.8000000000,13.2800000000,3.6400000000,,843.0000000000,119.3100000000,98.4900000000,-48.5800000000,636.8000000000,,,169.0000000000,-169.0000000000,,0.1800000000,-0.1800000000,1024.0000000000,0.2800000000,-186.0000000000,,38.8864520000,,1.0
97,3832474,CANDIDATE,1.0,0.0,0.0,0.0,,143.2063047000,0.0002348000,,154.2355200000,0.0013000000,-0.0013000000,379.0000000000,73.0000000000,-273.0000000000,8.9302000000,0.0961000000,-0.0961000000,10566.0000000000,,-82.4000000000,8.9000000000,0.8200000000,-0.3800000000,308.0000000000,2.1400000000,0.5900000000,-0.3500000000,138.8000000000,2.0000000000,5485.0000000000,98.0000000000,-120.0000000000,4556.0000000000,0.0140000000,,867.0000000000,79.0000000000,-37.0000000000,285.2836300000,38.9472810000,,
98,8395660,CANDIDATE,0.95,0.0,0.0,0.0,0.0,,0.0463500000,-0.0463500000,135.6391600000,0.0066100000,-0.0066100000,646.0000000000,323.0000000000,-0.4300000000,,186.0000000000,-186.0000000000,55.8000000000,4.3000000000,-4.3000000000,0.7900000000,0.1300000000,-0.0800000000,,256.3500000000,109.0300000000,,14.4000000000,3.0000000000,5854.0000000000,105.0000000000,,4.4060000000,0.0900000000,-0.1100000000,1012.0000000000,,-103.0000000000,300.8639800000,44.3375510000,12882.0000000000,0.0
